WKT,nama,deskripsi
"POLYGON ((106.8895275 -6.301378, 106.8906862 -6.301442, 106.8910295 -6.305665, 106.9072515 -6.3096319, 106.9118435 -6.3011434, 106.8997413 -6.297475, 106.8913729 -6.2970911, 106.8866093 -6.2909485, 106.8812448 -6.2922282, 106.8845064 -6.3027217, 106.8895704 -6.3052384, 106.8895275 -6.301378))",Taman Mini Indonesia Indah,
