WKT,nama,deskripsi
"POLYGON ((106.8508468 -6.2336374, 106.8503319 -6.2341493, 106.8526922 -6.2361118, 106.8515335 -6.2394393, 106.8525205 -6.2422123, 106.8539797 -6.2419137, 106.8532072 -6.2388847, 106.853808 -6.236965, 106.8534647 -6.2348746, 106.8529497 -6.2334667, 106.8508468 -6.2336374))",Tebet echo Park,
