WKT,nama,deskripsi
"POLYGON ((106.8163002 -6.305073, 106.8158711 -6.3078882, 106.8156994 -6.3107035, 106.8175018 -6.3107462, 106.8175877 -6.3142439, 106.8165148 -6.3145851, 106.8166006 -6.3159074, 106.8192185 -6.317443, 106.8247545 -6.3179122, 106.8258274 -6.3113433, 106.8266428 -6.3115566, 106.8272436 -6.3087414, 106.8256558 -6.3085281, 106.8247545 -6.3062673, 106.8163002 -6.305073))",Kebun binatang ragunan,
