WKT,nama,deskripsi
"POLYGON ((106.7983881 -6.2145622, 106.798195 -6.2206843, 106.8047181 -6.2248439, 106.8090525 -6.2220708, 106.8084946 -6.2213882, 106.8086449 -6.2156928, 106.8063274 -6.2156074, 106.8064133 -6.212749, 106.7983881 -6.2145622))",Gelora Bung Karno,
