WKT,nama,deskripsi
"POLYGON ((106.8235376 -6.1715454, 106.8228671 -6.180417, 106.8311068 -6.1802463, 106.829991 -6.1738891, 106.8294814 -6.1714814, 106.8235376 -6.1715454))",Taman Kota Jakarta,
